accuracy,precision,recall,f1,precision_0,precision_1,recall_0,recall_1,f1_0,f1_1,auc,inference_time,training_time,evaluation_id,model,random_seed,train_size,test_size,pos_train,neg_train,pos_test,neg_test
0.8740617180984154,0.8743932572242856,0.8740617180984154,0.8742169819964631,0.9075471698113208,0.8081683168316832,0.9030037546933667,0.81625,0.9052697616060226,0.8121890547263682,,1.3692588806152344,175.27531504631042,1,TextCNN,42,9589,2398,3200,6389,800,1598
0.8794829024186822,0.878238860433436,0.8794829024186822,0.8780865972504096,0.893093093093093,0.8485675306957708,0.9305381727158949,0.7775,0.9114311982837879,0.8114807566862361,,1.3901150226593018,177.0097301006317,2,TextCNN,43,9589,2398,3200,6389,800,1598
0.8761467889908257,0.8771771522138829,0.8761467889908257,0.8765754837923381,0.9130158730158731,0.8055893074119077,0.899874843554443,0.82875,0.9063977308540813,0.8170055452865065,,1.3629839420318604,178.50613713264465,3,TextCNN,44,9589,2398,3200,6389,800,1598
0.8811509591326105,0.8800018870276815,0.8811509591326105,0.8795445781619716,0.8919402985074627,0.8561549100968188,0.934918648310388,0.77375,0.9129239230064161,0.8128693368351937,,1.3812429904937744,178.78861784934998,4,TextCNN,45,9589,2398,3200,6389,800,1598
0.8728106755629691,0.8714789221765475,0.8728106755629691,0.8716693328635033,0.8915808600847971,0.8313253012048193,0.9211514392991239,0.77625,0.9061249615266236,0.8028442146089205,,1.3691401481628418,179.08822870254517,5,TextCNN,46,9589,2398,3200,6389,800,1598
0.8682235195996664,0.8668659552498482,0.8682235195996664,0.8658847983498387,0.8779481132075472,0.8447293447293447,0.9317897371714643,0.74125,0.9040680024286581,0.7896138482023968,,1.3564229011535645,181.18317079544067,6,TextCNN,47,9589,2398,3200,6389,800,1598
0.872393661384487,0.8709662528868154,0.872393661384487,0.8707929295034521,0.8868263473053892,0.8392857142857143,0.9267834793491865,0.76375,0.9063647490820074,0.7997382198952879,,1.4260847568511963,181.23199605941772,7,TextCNN,48,9589,2398,3200,6389,800,1598
0.8698915763135947,0.8683943754976003,0.8698915763135947,0.8682594575329315,0.8850299401197604,0.8351648351648352,0.9249061326658323,0.76,0.9045287637698899,0.7958115183246073,,1.3806710243225098,180.628741979599,8,TextCNN,49,9589,2398,3200,6389,800,1598
0.878231859883236,0.8771568578425171,0.878231859883236,0.8774233141840677,0.8986568986568987,0.8342105263157895,0.9211514392991239,0.7925,0.9097651421508035,0.8128205128205128,,1.387631893157959,179.50163006782532,9,TextCNN,50,9589,2398,3200,6389,800,1598
0.8794829024186822,0.8782565680915821,0.8794829024186822,0.8783127575161704,0.8954682779456193,0.8438761776581427,0.9274092615769712,0.78375,0.9111589302182601,0.812702527543746,,1.3815302848815918,180.69691109657288,10,TextCNN,51,9589,2398,3200,6389,800,1598
0.6663886572143453,0.44407384246393816,0.6663886572143453,0.5329775146288908,0.6663886572143453,0.0,1.0,0.0,0.7997997997997998,0.0,,1.5278089046478271,151.5297977924347,1,LSTM,42,9589,2398,3200,6389,800,1598
0.6663886572143453,0.44407384246393816,0.6663886572143453,0.5329775146288908,0.6663886572143453,0.0,1.0,0.0,0.7997997997997998,0.0,,1.5736026763916016,150.61482691764832,2,LSTM,43,9589,2398,3200,6389,800,1598
0.6663886572143453,0.44407384246393816,0.6663886572143453,0.5329775146288908,0.6663886572143453,0.0,1.0,0.0,0.7997997997997998,0.0,,1.2860240936279297,151.56973576545715,3,LSTM,44,9589,2398,3200,6389,800,1598
0.8865721434528774,0.8856683450511715,0.8865721434528774,0.8858984223113178,0.9057527539779682,0.8455497382198953,0.9261576971214017,0.8075,0.9158415841584159,0.8260869565217391,,1.270967960357666,152.43218994140625,4,LSTM,45,9589,2398,3200,6389,800,1598
0.8757297748123436,0.8755652977749994,0.8757297748123436,0.8727194093928968,0.8765932792584009,0.8735119047619048,0.9468085106382979,0.73375,0.9103489771359807,0.7975543478260869,,1.5364978313446045,151.20902824401855,5,LSTM,46,9589,2398,3200,6389,800,1598
0.6663886572143453,0.44407384246393816,0.6663886572143453,0.5329775146288908,0.6663886572143453,0.0,1.0,0.0,0.7997997997997998,0.0,,1.2725608348846436,149.37520098686218,6,LSTM,47,9589,2398,3200,6389,800,1598
0.6663886572143453,0.44407384246393816,0.6663886572143453,0.5329775146288908,0.6663886572143453,0.0,1.0,0.0,0.7997997997997998,0.0,,1.3046550750732422,150.4695007801056,7,LSTM,48,9589,2398,3200,6389,800,1598
0.6663886572143453,0.44407384246393816,0.6663886572143453,0.5329775146288908,0.6663886572143453,0.0,1.0,0.0,0.7997997997997998,0.0,,1.4114539623260498,149.34149622917175,8,LSTM,49,9589,2398,3200,6389,800,1598
0.8277731442869057,0.8260600591299764,0.8277731442869057,0.8215807655076562,0.8338028169014085,0.8105939004815409,0.9261576971214017,0.63125,0.877557070856804,0.7097680955727337,,1.4200830459594727,148.5143370628357,9,LSTM,50,9589,2398,3200,6389,800,1598
0.8240200166805671,0.8207978291220023,0.8240200166805671,0.8205269541225825,0.8446658851113716,0.773121387283237,0.9017521902377973,0.66875,0.8722760290556901,0.7171581769436998,,1.2690141201019287,150.12043523788452,10,LSTM,51,9589,2398,3200,6389,800,1598
0.8744787322768974,0.8732624549395314,0.8744787322768974,0.8724314792294119,0.8839550029603316,0.8519040902679831,0.9342928660826032,0.755,0.9084271372071798,0.8005301524188204,,1.1293301582336426,150.74727487564087,1,GatedCNN,42,9589,2398,3200,6389,800,1598
0.8824020016680567,0.8815153775044302,0.8824020016680567,0.8817849117999669,0.903680981595092,0.8372395833333334,0.9217772215269087,0.80375,0.912639405204461,0.8201530612244898,,1.1320600509643555,150.323627948761,2,GatedCNN,43,9589,2398,3200,6389,800,1598
0.8811509591326105,0.8799629166359373,0.8811509591326105,0.8796829891114369,0.8933493109646495,0.8532235939643347,0.9330413016270338,0.7775,0.9127640036730946,0.8136036625245259,,1.1498849391937256,149.88859915733337,3,GatedCNN,44,9589,2398,3200,6389,800,1598
0.8807339449541285,0.8797335952757285,0.8807339449541285,0.8788129429268109,0.8886255924170616,0.8619718309859155,0.9386733416770964,0.765,0.9129640900791236,0.8105960264900662,,1.1330339908599854,149.51677584648132,4,GatedCNN,45,9589,2398,3200,6389,800,1598
0.8765638031693077,0.87524540745764,0.8765638031693077,0.8751571374815945,0.8912259615384616,0.8433242506811989,0.928035043804756,0.77375,0.9092581238503985,0.8070404172099087,,1.125115156173706,149.95780205726624,5,GatedCNN,46,9589,2398,3200,6389,800,1598
0.8669724770642202,0.8655226342392578,0.8669724770642202,0.864693960520408,0.8777318369757826,0.8411347517730496,0.9299123904881101,0.74125,0.9030689759951382,0.7880398671096346,,1.1335890293121338,148.56784391403198,6,GatedCNN,47,9589,2398,3200,6389,800,1598
0.8707256046705588,0.8692579141623369,0.8707256046705588,0.8690035803611872,0.8847072879330944,0.8383977900552486,0.9267834793491865,0.75875,0.9052567237163814,0.7965879265091863,,1.1291251182556152,149.74142122268677,7,GatedCNN,48,9589,2398,3200,6389,800,1598
0.8769808173477899,0.8756743464015918,0.8769808173477899,0.875508563665833,0.8908218356328734,0.8454172366621067,0.9292866082603254,0.7725,0.9096477794793262,0.8073154800783802,,1.1567680835723877,149.79278206825256,8,GatedCNN,49,9589,2398,3200,6389,800,1598
0.8757297748123436,0.874472715531764,0.8757297748123436,0.8738781972406484,0.8864447086801427,0.8505586592178771,0.9330413016270338,0.76125,0.9091463414634147,0.8034300791556728,,1.1242210865020752,148.2549328804016,9,GatedCNN,50,9589,2398,3200,6389,800,1598
0.8803169307756463,0.8791832313306052,0.8803169307756463,0.8793731548814484,0.8984802431610942,0.8406374501992032,0.9249061326658323,0.79125,0.9115016959605303,0.815196394075982,,1.1267049312591553,149.62429904937744,10,GatedCNN,51,9589,2398,3200,6389,800,1598
